24,24,24,24,24,23,24,24,24,24,23,24,24,22,23,24,24,24,25,25,25,25,25,24,24,20,25,26,25,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,24,24,25,25,25,25,25,25,25,24,24,24,25,25,25,24,25,25,25,25,25,25,25,25
20200826060303,20200826063303,20200826070303,20200826073303,20200826080304,20200826083304,20200826090304,20200826093305,20200826100305,20200826103305,20200826110306,20200826113306,20200826120306,20200826123307,20200826130307,20200826133307,20200826140308,20200826143308,20200826150308,20200826153309,20200826160309,20200826163309,20200826170310,20200826173310,20200826180311,20200919122325,20200919125326,20200919132326,20200919135326,20200919142326,20200919145327,20200919152327,20200919155327,20200919162327,20200919165328,20200919172328,20200919175328,20200919182329,20200919185329,20200919192329,20200919195329,20200919202330,20200919205330,20200919212330,20200919215330,20200919222331,20200919225331,20200919232331,20200919235332,20200920002332,20200920005332,20200920012332,20200920015333,20200920022333,20200920025333,20200920032334,20200920035334,20200920042334,20200920045334,20200920052335,20200920055335,20200920062335,20200920065336,20200920072336,20200920075336,20200920082337,20200920085337,20200920092337,20200920095338,20200920102338,20200920105338,20200920112338,20200920115339,20200920122339,20200920125339,20200920132340,20200920135340,20200920142340,20200920145340,20200920152341,20200920155341,20200920162341,20200920165341,20200920172342,20200920175342,20200920182342,20200920185343,20200920192343,20200920195343,20200920202343,20200920205344,20200920212344,20200920215344,20200920222344,20200920225345,20200920232345
20,19,19,18,19,18,19,20,21,21,21,21,21,20,21,22,22,22,22,23,23,22,22,22,22,23,24,23,23,24,24,24,22,23,23,24,24,24,24,23,22,21,19,18,18,18,18,18,18,17,17,16,16,16,16,16,15,16,16,17,17,16,16,16,16,17,17,17,17,17,18,18,18,18,19,20,20,20,21,21,21,21,21,21,22,21,20,20,19,18,18,18,18,18,18,17
20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,22,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,17,17,17,17,17,17,17,17,17,17,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,17,17,17
56
